23.187,0.174
17.912,0.131
20.703,0.145
27.534,0.267
19.813,0.221
19.813,0.309
18.884,0.253
14.660,0.213
17.912,0.161
18.884,0.160
22.387,0.143
20.703,0.618
20.703,0.238
25.447,0.261
25.447,0.224
20.703,0.211
17.912,0.203
13.424,0.135
22.387,0.165
31.319,0.159
26.160,0.149
17.912,0.181
28.198,0.383
18.884,0.279
21.560,0.148
16.890,0.279
20.703,0.114
22.387,0.195
20.703,0.195
16.890,0.728
16.890,0.150
37.323,0.191
26.855,0.156
18.884,0.128
17.912,0.209
15.810,0.145
23.962,0.177
27.534,0.276
21.560,0.186
14.660,0.217
15.810,0.251
18.884,0.187
29.484,0.120
18.884,0.148
16.890,0.224
20.703,0.314
17.912,0.143
18.884,0.247
12.080,0.123
18.884,0.158
30.719,0.248
30.107,0.331
27.534,0.187
16.890,0.152
24.715,0.212
24.715,0.136
23.187,0.336
19.813,0.188
22.387,0.137
27.534,0.128
24.715,0.363
25.447,0.187
14.660,0.133
12.080,0.155
15.810,0.229
15.810,0.131
15.810,0.166
13.424,0.757
15.810,0.264
14.660,0.156
16.890,0.200
14.660,0.336
15.810,0.187
14.660,0.202
19.813,0.309
18.884,0.253
12.080,0.192
16.890,0.221
22.387,0.143
23.962,0.118
17.912,0.156
18.884,0.239
12.080,0.338
13.424,0.196
25.447,0.261
25.447,0.224
20.703,0.211
18.884,0.132
13.424,0.135
18.884,0.148
13.424,0.197
12.080,0.124
22.387,0.165
15.810,0.137
14.660,0.158
10.594,0.148
17.912,0.279
12.080,0.138
17.912,0.181
28.198,0.383
10.594,0.727
15.810,0.231
12.080,0.156
18.884,0.207
18.884,0.230
16.890,0.208
12.080,0.134
13.424,0.185
20.703,0.114
16.890,0.137
15.810,0.234
16.890,0.242
14.660,0.466
18.884,0.161
13.424,0.226
18.884,0.211
16.890,0.150
18.884,0.128
12.080,0.118
17.912,0.252
19.813,0.189
20.703,0.118
13.424,0.226
15.810,0.145
23.962,0.177
27.534,0.276
19.813,0.193
12.080,0.139
21.560,0.186
17.912,0.242
13.424,0.204
14.660,0.217
12.080,0.670
13.424,0.227
13.424,0.257
10.594,0.317
10.594,0.128
17.912,0.245
17.912,0.409
17.912,0.135
16.890,0.236
13.424,0.167
16.890,0.338
16.890,0.452
16.890,0.149
24.715,0.478
12.080,0.203
19.813,0.266
14.660,0.305
18.884,0.363
14.660,0.628
20.703,0.295
15.810,0.378
30.719,0.269
